incident year,reported month,region of origin,region of incident,country of origin,number of dead,minimum estimated number of missing,total number of dead and missing,number of survivors,number of females,number of males,number of children,cause of death,migration route,region of origin group,country of origin group,cause of death category,extracted country,latitude,longitude,skew transformation total number of dead and missing
2014,july,unknown,mediterranean,unknown,4,21,25.0,13,1,2,1,drowning,eastern mediterranean,unknown,mixed/unknown,drowning and related causes,inconclusive location,37.862031,26.921962,3.258096538021482
2014,july,central america,north america,el salvador,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,central america,el salvador,mixed or unknown,united states,26.99857326,-98.18627898,0.6931471805599453
2014,july,unknown,mediterranean,unknown,12,0,12.0,0,0,0,0,drowning,central mediterranean,unknown,mixed/unknown,drowning and related causes,libya,32.9511,13.2042,2.5649493574615367
2014,july,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.62332,-112.0,0.6931471805599453
2014,july,central america,north america,guatemala,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,central america,guatemala,mixed or unknown,united states,26.99000755,-98.0,0.6931471805599453
2014,july,unknown,mediterranean,unknown,1,109,64.0,12,1,0,0,drowning,central mediterranean,unknown,mixed/unknown,drowning and related causes,libya,33.6564,15.0,4.174387269895637
2014,july,southern asia,south-eastern asia,indonesia,2,18,20.0,60,0,0,0,drowning,unknown,southern asia,indonesia,drowning and related causes,malaysia,6.35306,115.0,3.044522437723423
2014,july,unknown,mediterranean,unknown,3,0,3.0,90,0,0,0,drowning,central mediterranean,unknown,mixed/unknown,drowning and related causes,libya,32.8343,14.0,1.3862943611198906
2014,july,sub-saharan africa (p),mediterranean,unknown,0,41,41.0,61,0,0,0,drowning,central mediterranean,sub-saharan africa,mixed/unknown,drowning and related causes,libya,33.2423,13.0,3.7376696182833684
2014,july,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.03617,-113.00065,0.6931471805599453
2014,july,central america,north america,guatemala,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,central america,guatemala,mixed or unknown,united states,26.95573817,-98.0,0.6931471805599453
2014,july,mixed,mediterranean,"egypt,syrian arab republic",2,53,55.0,1,0,0,0,drowning,central mediterranean,mixed,mixed/unknown,drowning and related causes,egypt,31.5818,31.0,4.02535169073515
2014,july,unknown,mediterranean,unknown,3,0,3.0,104,0,0,0,drowning,central mediterranean,unknown,mixed/unknown,drowning and related causes,libya,33.4442,14.0,1.3862943611198906
2014,july,sub-saharan africa (p),mediterranean,unknown,29,151,64.0,569,0,0,1,"drowning,mixed or unknown",central mediterranean,sub-saharan africa,mixed/unknown,drowning and related causes,libya,34.5821,14.2163,4.174387269895637
2014,july,unknown,mediterranean,unknown,5,14,19.0,61,0,0,0,drowning,central mediterranean,unknown,mixed/unknown,drowning and related causes,inconclusive location,36.3557,14.0,2.995732273553991
2014,july,eastern africa,europe,eritrea,1,0,1.0,0,0,1,0,vehicle accident / death linked to hazardous transport,english channel to the uk,eastern africa,eritrea,environmental conditions and accidents,united states,50.9584,0.0,0.6931471805599453
2014,july,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.651,-111.6385,0.6931471805599453
2014,july,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,latin america / caribbean,mixed/unknown,environmental conditions and accidents,united states,32.37387,-113.14252,0.6931471805599453
2014,july,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.532056,-111.533472,0.6931471805599453
2014,july,sub-saharan africa (p),mediterranean,unknown,20,108,64.0,22,0,0,0,drowning,central mediterranean,sub-saharan africa,mixed/unknown,drowning and related causes,libya,34.4666,14.0,4.174387269895637
2014,july,central america,north america,mexico,1,0,1.0,0,0,1,1,accidental death,us-mexico border crossing,central america,mexico,accidental death,united states,31.6488,-110.697817,0.6931471805599453
2014,july,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.83222,-112.05419,0.6931471805599453
2014,july,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.949573,-112.871417,0.6931471805599453
2014,july,unknown,northern africa,unknown,1,0,1.0,0,0,0,0,violence,sahara desert crossing,unknown,mixed/unknown,violence and related causes,libya,26.163979,11.855727,0.6931471805599453
2014,july,western / southern asia (p),southern asia,unknown,1,0,1.0,0,0,0,0,"harsh environmental conditions / lack of adequate shelter, food, water",unknown,western / southern asia,mixed/unknown,environmental conditions and accidents,iran,37.414959,48.122069,0.6931471805599453
2014,august,latin america / caribbean (p),central america,unknown,1,0,1.0,0,0,1,0,vehicle accident / death linked to hazardous transport,unknown,latin america / caribbean,mixed/unknown,environmental conditions and accidents,mexico,18.539117,-96.606006,0.6931471805599453
2014,august,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,latin america / caribbean,mixed/unknown,environmental conditions and accidents,united states,32.26839,-111.4741,0.6931471805599453
2014,august,western asia,mediterranean,syrian arab republic,2,170,64.0,200,1,0,1,drowning,central mediterranean,western asia,syrian arab republic,drowning and related causes,libya,33.499179,15.490763,4.174387269895637
2014,august,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.04927,-111.56971,0.6931471805599453
2014,august,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.54141,-111.526,0.6931471805599453
2014,august,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.197083,-113.05333,0.6931471805599453
2014,august,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.685017,-111.997183,0.6931471805599453
2014,august,southern asia,europe,afghanistan,1,0,1.0,34,0,1,0,violence,english channel to the uk,southern asia,afghanistan,violence and related causes,united states,51.4616,0.345211,0.6931471805599453
2014,august,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.63525,-111.78028,0.6931471805599453
2014,august,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,latin america / caribbean,mixed/unknown,environmental conditions and accidents,united states,31.489567,-111.461233,0.6931471805599453
2014,august,sub-saharan africa (p),mediterranean,unknown,170,81,64.0,19,0,0,1,drowning,central mediterranean,sub-saharan africa,mixed/unknown,drowning and related causes,inconclusive location,32.9212,13.7659,4.174387269895637
2014,august,unknown,mediterranean,"côte d'ivoire,eritrea,guinea,libya,mali,palestinian territories,somalia,sudan,syrian arab republic",18,8,26.0,73,0,26,0,drowning,central mediterranean,unknown,mixed/unknown,drowning and related causes,italy,35.2823,15.8752,3.295836866004329
2014,august,caribbean,caribbean,cuba,4,5,9.0,0,0,4,0,drowning,caribbean to us,caribbean,cuba,drowning and related causes,united states,25.8709,-80.0,2.302585092994046
2014,august,unknown,mediterranean,unknown,24,0,24.0,364,0,0,0,drowning,central mediterranean,unknown,mixed/unknown,drowning and related causes,italy,34.5671,14.0625,3.2188758248682006
2014,august,unknown,mediterranean,unknown,1,0,1.0,0,0,0,0,mixed or unknown,central mediterranean,unknown,mixed/unknown,mixed or unknown,italy,34.3134,16.9189,0.6931471805599453
2014,august,caribbean,caribbean,haiti,1,0,1.0,19,1,0,0,drowning,caribbean to us,caribbean,haiti,drowning and related causes,united states,26.2937,-80.0,0.6931471805599453
2014,august,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.03905,-112.12708,0.6931471805599453
2014,august,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.299867,-111.47552,0.6931471805599453
2014,august,caribbean,caribbean,"dominican republic,haiti",0,23,23.0,0,0,0,0,drowning,unknown,caribbean,mixed/unknown,drowning and related causes,inconclusive location,18.3459,-67.8186,3.1780538303479458
2014,august,latin america / caribbean (p),north america,unknown,44,0,44.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,27.033656,-98.233616,3.8066624897703196
2014,august,caribbean,caribbean,cuba,11,6,17.0,15,1,1,1,mixed or unknown,unknown,caribbean,cuba,mixed or unknown,inconclusive location,23.6244,-86.2866,2.8903717578961645
2014,august,western asia,mediterranean,syrian arab republic,42,0,42.0,0,8,0,5,drowning,central mediterranean,western asia,syrian arab republic,drowning and related causes,libya,33.5111,12.0,3.7612001156935624
2014,august,unknown,mediterranean,unknown,0,100,64.0,0,0,0,0,drowning,central mediterranean,unknown,mixed/unknown,drowning and related causes,libya,32.8879,14.0,4.174387269895637
2014,august,unknown,northern africa,unknown,1,0,1.0,0,0,0,0,violence,sahara desert crossing,unknown,mixed/unknown,violence and related causes,libya,27.922369,15.0,0.6931471805599453
2014,august,unknown,northern africa,unknown,1,0,1.0,0,0,0,0,vehicle accident / death linked to hazardous transport,sahara desert crossing,unknown,mixed/unknown,environmental conditions and accidents,libya,22.659193,11.0,0.6931471805599453
2014,august,unknown,northern africa,unknown,1,0,1.0,0,0,0,0,"harsh environmental conditions / lack of adequate shelter, food, water",sahara desert crossing,unknown,mixed/unknown,environmental conditions and accidents,libya,19.5197871,27.0,0.6931471805599453
2014,august,central america,central america,el salvador,64,0,64.0,0,0,0,0,mixed or unknown,unknown,central america,el salvador,mixed or unknown,mexico,19.1452,-101.074,4.174387269895637
2014,september,caribbean,central america,cuba,2,0,2.0,17,0,0,0,drowning,unknown,caribbean,cuba,drowning and related causes,mexico,21.897364,-88.384764,1.0986122886681096
2014,september,central america,north america,mexico,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,central america,mexico,mixed or unknown,united states,31.93067,-112.07349,0.6931471805599453
2014,september,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.33915,-109.549239,0.6931471805599453
2014,september,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.00936,-113.02776,0.6931471805599453
2014,september,central america,central america,unknown,1,0,1.0,0,0,1,0,vehicle accident / death linked to hazardous transport,unknown,central america,mixed/unknown,environmental conditions and accidents,mexico,18.600776,-98.463359,0.6931471805599453
2014,september,eastern asia,eastern asia,china,0,9,9.0,1,0,0,0,drowning,unknown,eastern asia,china,drowning and related causes,china,22.2344,114.0,2.302585092994046
2014,september,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.35267,-113.163509,0.6931471805599453
2014,september,central america,north america,mexico,1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,central america,mexico,drowning and related causes,united states,26.1850517,-98.3798819,0.6931471805599453
2014,september,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,latin america / caribbean,mixed/unknown,environmental conditions and accidents,united states,32.6185,-112.33998,0.6931471805599453
2014,september,mixed,mediterranean,"egypt,palestinian territories,sudan,syrian arab republic",3,497,64.0,10,0,0,0,drowning,central mediterranean,mixed,mixed/unknown,drowning and related causes,italy,33.9069,14.4141,4.174387269895637
